publisher,author,primary_isbn10,primary_isbn13,date,contributor,title,weeks_on_list
Gallery Books,Christina Lauren,1476777993,9.78E+12,2/21/16,by Christina Lauren,WICKED SEXY LIAR,1
Jove,Christine Feehan,None,9.78E+12,2/14/16,by Christine Feehan,SPIDER GAME,1
Tor/Tom Doherty,Brandon Sanderson,146686267X,9.78E+12,2/14/16,by Brandon Sanderson,THE BANDS OF MOURNING,1
Avon,Eloisa James,62389440,9.78E+12,2/14/16,by Eloisa James,MY AMERICAN DUCHESS,1
Del Rey,Kevin Hearne,345548523,9.78E+12,2/14/16,by Kevin Hearne,STAKED,1
Simon & Schuster,Sandra Brown,1416563229,9.78E+12,2/14/16,by Sandra Brown,TOUGH CUSTOMER,1
Delacorte,Karen Marie Moning,440339820,9.78E+12,2/7/16,by Karen Marie Moning,FEVERBORN,1
Harper,Bernard Cornwell,62250965,9.78E+12,2/7/16,by Bernard Cornwell,WARRIORS OF THE STORM,1
Elle Kennedy,Elle Kennedy,None,9.78E+12,1/31/16,by Elle Kennedy,THE SCORE,1
Kristen Ashley,Kristen Ashley,NA,A00B0182LT4L4,1/31/16,by Kristen Ashley,SEBRING,1
Dutton,Tami Hoag,698190831,9.78E+12,1/31/16,by Tami Hoag,THE BITTER SEASON,1
Morrow/HarperCollins,Jay Crownover,006238595X,9.78E+12,1/24/16,by Jay Crownover,BUILT,1
Kensington,Fern Michaels,None,9.78E+12,1/17/16,by Fern Michaels,POINT BLANK,1
Dutton,Brad Taylor,698404149,9.78E+12,1/17/16,by Brad Taylor,THE FORGOTTEN SOLDIER,1
HQN,Kristan Higgins,1460391896,9.78E+12,1/17/16,by Kristan Higgins,ANYTHING FOR YOU,1
Morrow/HarperCollins,James Rollins,62381636,9.78E+12,1/3/16,by James Rollins,THE BONE LABYRINTH,1
Berkley,Jayne Ann Krentz,NA,9.78E+12,12/27/15,by Jayne Ann Krentz,SECRET SISTERS,1
Signet,J R Ward,NA,9.78E+12,12/20/15,by J. R. Ward,BLOOD KISS,1
Jove,Christine Feehan,None,9.78E+12,12/13/15,by Christine Feehan,WILD CAT,1
Kendall Ryan,Kendall Ryan,None,A00B014X8XL1Y,12/6/15,by Kendall Ryan,MONSTER ________,1
Simon & Schuster,Richard Paul Evans,1501119796,9.78E+12,12/6/15,by Richard Paul Evans,THE MISTLETOE INN,1
Morrow/HarperCollins,Kim van Alkemade,62338315,9.78E+12,12/6/15,by Kim van Alkemade,ORPHAN #8,1
Atria,Colleen Hoover,1501110357,9.78E+12,11/29/15,by Colleen Hoover,9-Nov,1
Berkley,Joanna Wylde,None,9.78E+12,11/29/15,by Joanna Wylde,REAPER'S FALL,1
Simon & Schuster,John Irving,1451664168,9.78E+12,11/22/15,by John Irving,AVENUE OF MYSTERIES,1
Crown Archetype,Gillian Flynn,080418898X,9.78E+12,11/22/15,by Gillian Flynn,THE GROWNUP,1
Berkley,Marie Force,None,9.78E+12,11/22/15,by Marie Force,IT'S ONLY LOVE,1
Viking,Elizabeth George,NA,9.78E+12,11/15/15,by Elizabeth George,A BANQUET OF CONSEQUENCES,1
Forever,Kristen Ashley,1455533246,9.78E+12,11/15/15,by Kristen Ashley,WALK THROUGH FIRE,1
Berkley,Maya Banks,None,9.78E+12,11/15/15,by Maya Banks,DARKEST BEFORE DAWN,1
Avon,Lisa Kleypas,None,9.78E+12,11/15/15,by Lisa Kleypas,COLD-HEARTED RAKE,1
Pantheon,Alexander McCall Smith,None,9.78E+12,11/15/15,by Alexander McCall Smith,THE WOMAN WHO WALKED IN SUNSHINE,1
St. Martin's,Lisa Scottoline,1250027942,9.78E+12,11/15/15,by Lisa Scottoline,CORRUPTED,1
Atria,Kate Morton,1451649371,9.78E+12,11/8/15,by Kate Morton,THE LAKE HOUSE,1
Harper Perennial/HarperCollins,Joseph Fink and Jeffrey Cranor,62351427,9.78E+12,11/8/15,by Joseph Fink and Jeffrey Cranor,WELCOME TO NIGHT VALE,1
Tijan,Tijan,None,A00B016TO0AOG,11/8/15,by Tijan,KIAN,1
Putnam,Stuart Woods,None,9.78E+12,11/1/15,by Stuart Woods,FOREIGN AFFAIRS,1
Knopf,Garth Risk Hallberg,385353774,9.78E+12,11/1/15,by Garth Risk Hallberg,CITY ON FIRE,1
Tor/Tom Doherty,David Weber,142994983X,9.78E+12,11/1/15,by David Weber,HELL'S FOUNDATIONS QUIVER,1
Tor/Tom Doherty,Brandon Sanderson,1466862661,9.78E+12,10/25/15,by Brandon Sanderson,SHADOWS OF SELF,1
Ballantine,Debbie Macomber,553391704,9.78E+12,10/25/15,by Debbie Macomber,DASHING THROUGH THE SNOW,1
Putnam,John Sandford and Ctein,698411676,9.78E+12,10/25/15,by John Sandford and Ctein,SATURN RUN,1
ROC,Jim Butcher,698138007,9.78E+12,10/18/15,by Jim Butcher,THE AERONAUT'S WINDLASS,1
Jove,J D Robb and others,None,9.78E+12,10/18/15,by J. D. Robb and others,DOWN THE RABBIT HOLE,1
Avon,Lynsay Sands,None,9.78E+12,10/18/15,by Lynsay Sands,ABOUT A VAMPIRE,1
St. Martin's,Iris Johansen,None,9.78E+12,10/18/15,by Iris Johansen,SHADOW PLAY,1
Mira,Heather Graham,None,9.78E+12,10/18/15,by Heather Graham,THE HIDDEN,1
Ballantine,Kristin Hannah,307756963,9.78E+12,10/11/15,by Kristin Hannah,ANGEL FALLS,1
Ballantine,Debbie Macomber,None,9.78E+12,10/11/15,by Debbie Macomber,THE WAY TO A MAN'S HEART,1
Kingswell,Richard Castle,1484720342,9.78E+12,10/11/15,by Richard Castle,RAGING HEAT,1
Forever,Meredith Wild,1455591742,9.78E+12,10/4/15,by Meredith Wild,HARD LOVE,1
Carina,Marie Force,142689998X,9.78E+12,10/4/15,by Marie Force,FATAL FRENZY,1
Morrow/HarperCollins,J A Jance,62297686,9.78E+12,9/27/15,by J. A. Jance,DANCE OF THE BONES,1
Putnam,Reed Farrel Coleman,None,9.78E+12,9/27/15,by Reed Farrel Coleman,ROBERT B. PARKER'S THE DEVIL WINS,1
Putnam,Clive Cussler and Russell Blake,698192095,9.78E+12,9/20/15,by Clive Cussler and Russell Blake,THE SOLOMON CURSE,1
Berkley,Christine Feehan,None,9.78E+12,9/20/15,by Christine Feehan,DARK GHOST,1
Signet,Mary Balogh,698156102,9.78E+12,9/20/15,by Mary Balogh,ONLY A KISS,1
Minotaur,Louise Penny,1250022096,9.78E+12,9/13/15,by Louise Penny,THE NATURE OF THE BEAST,1
Touchstone,Philippa Gregory,1476758824,9.78E+12,9/13/15,by Philippa Gregory,THE TAMING OF THE QUEEN,1
JMC Creations,JS Cooper,1940218403,9.78E+12,9/6/15,by J.S. Cooper,FOUR WEEK FIANC��,1
HTJB,Marie Force,1942295332,9.78E+12,9/6/15,by Marie Force,LOVE AFTER DARK,1
HarperCollins,Michael Crichton,006175272X,9.78E+12,8/30/15,by Michael Crichton,STATE OF FEAR,1
Dutton/Penguin Publishing Group,Linda Fairstein,NA,9.78E+12,8/30/15,by Linda Fairstein,DEVIL'S BRIDGE,1
Ace,Ilona Andrews,NA,9.78E+12,8/23/15,by Ilona Andrews,MAGIC SHIFTS,1
St. Martin's,Sherrilyn Kenyon,1250029953,9.78E+12,8/23/15,by Sherrilyn Kenyon,DRAGONBANE,1
Jove,"Christine Feehan, Maggie Shayne and Lori Herter",None,9.78E+12,8/23/15,"by Christine Feehan, Maggie Shayne and Lori Herter",EDGE OF DARKNESS,1
Putnam,W E B Griffin and William E Butterworth IV,NA,9.78E+12,8/23/15,by W. E. B. Griffin and William E. Butterworth IV,DEADLY ASSETS,1
Harlequin,Susan Mallery,1460384016,9.78E+12,8/16/15,by Susan Mallery,THRILL ME,1
Jove,Jayne Castle,None,9.78E+12,8/16/15,by Jayne Castle,SIREN'S CALL,1
Minotaur,C J Box,146688150X,9.78E+12,8/16/15,by C. J. Box,BADLANDS,1
Zebra/Mulholland,Lisa Jackson,1420136062,9.78E+12,8/16/15,by Lisa Jackson,NEVER DIE ALONE,1
NAL,JR Ward,None,9.78E+12,8/16/15,by  J.R. Ward,THE BOURBON KINGS,1
Bantam,Kathy Reichs,345544056,9.78E+12,8/9/15,by Kathy Reichs,SPEAKING IN BONES,1
Crown,Ernest Cline,804137250,9.78E+12,8/2/15,by Ernest Cline,ARMADA,1
Jove,Christine Feehan,None,9.78E+12,7/26/15,by Christine Feehan,EARTH BOUND,1
Forever,Kristen Ashley,NA,9.78E+12,7/19/15,by Kristen Ashley,RIDE STEADY,1
Dutton,Brad Taylor,NA,9.78E+12,7/19/15,by Brad Taylor,THE INSIDER THREAT,1
HQN,Susan Mallery,None,9.78E+12,7/19/15,by Susan Mallery,KISS ME,1
Zebra,Fern Michaels,1420135953,9.78E+12,7/19/15,by Fern Michaels,IN PLAIN SIGHT,1
Bantam,Janet Evanovich and Phoef Sutton,553392727,9.78E+12,7/12/15,by Janet Evanovich and Phoef Sutton,WICKED CHARMS,1
Avon,Maya Banks,62312510,9.78E+12,7/12/15,by Maya Banks,SAFE AT LAST,1
Ballantine,Jude Deveraux,345541863,9.78E+12,7/12/15,by Jude Deveraux,EVER AFTER,1
Berkley,Laurell K Hamilton,698140303,9.78E+12,6/28/15,by Laurell K. Hamilton,DEAD ICE,1
Signet,Mary Balogh,None,9.78E+12,6/28/15,by Mary Balogh,ONLY A PROMISE,1
Denise Grover Swank,Denise Grover Swank,1939996236,9.78E+12,6/28/15,by Denise Grover Swank,THE SUBSTITUTE,1
Dutton,Joseph Finder,069819084X,9.78E+12,6/28/15,by Joseph Finder,THE FIXER,1
Signet,K Bromberg,None,9.78E+12,6/21/15,by K. Bromberg,SWEET ACHE,1
Berkley,Nalini Singh,None,9.78E+12,6/21/15,by Nalini Singh,SHARDS OF HOPE,1
Mira,Stephanie Laurens,992278988,9.78E+12,6/14/15,by Stephanie Laurens,A MATCH FOR MARCUS CYNSTER,1
Harlequin,Linda Lael Miller,1460381807,9.78E+12,6/14/15,by Linda Lael Miller,THE MARRIAGE SEASON,1
Sydney Landon,Sydney Landon,None,A00B00U1X88OQ,6/14/15,by Sydney Landon,MENDED,1
Atria Books,Lisa Jewell,1476703019,9.78E+12,6/14/15,by Lisa Jewell,THE HOUSE WE GREW UP IN,1
Zebra,Kat Martin,None,9.78E+12,6/14/15,by Kat Martin,AGAINST THE TIDE,1
Doubleday,Lincoln Child,385531419,9.78E+12,5/31/15,by Lincoln Child,THE FORGOTTEN ROOM,1
Viking,Craig Johnson,698157516,9.78E+12,5/31/15,by Craig Johnson,DRY BONES,1
Grand Central,Jeffery Deaver,145551716X,9.78E+12,5/31/15,by Jeffery Deaver,SOLITUDE CREEK,1
Hoover Ink,Colleen Hoover and Tarryn Fisher,None,A00B00TUXIF9G,5/31/15,by Colleen Hoover and Tarryn Fisher,NEVER NEVER,1
Jove,Christine Feehan,None,9.78E+12,5/24/15,by Christine Feehan,CAT'S LAIR,1
Atria,John Lescroart,NA,9.78E+12,5/24/15,by John Lescroart,THE FALL,1
HQN,Susan Mallery,None,9.78E+12,5/17/15,by Susan Mallery,HOLD ME,1
St. Martin's,Iris Johansen,1250020077,9.78E+12,5/17/15,by Iris Johansen,YOUR NEXT BREATH,1
Elle Kennedy,Elle Kennedy,None,9.78E+12,5/17/15,by Elle Kennedy,THE MISTAKE,1
Denise Grover Swank,Denise Grover Swank,1939996260,9.78E+12,5/17/15,by Denise Grover Swank,THIRTY-FOUR AND A HALF PREDICAMENTS,1
Rerum Industries,R L Mathewson,988573237,9.78E+12,5/17/15,by R. L. Mathewson,DOUBLE DARE,1
Putnam,Amanda Quick,1101621044,9.78E+12,5/10/15,by Amanda Quick,GARDEN OF LIES,1
Morrow/HarperCollins,Jay Crownover,62333089,9.78E+12,5/10/15,by Jay Crownover,ASA,1
InterMix,Penelope Douglas,None,9.78E+12,5/10/15,by Penelope Douglas,AFLAME,1
Simon & Schuster,Christina Lauren,1476778019,9.78E+12,5/3/15,by Christina Lauren,BEAUTIFUL SECRET,1
Aurora Rose Reynolds,Aurora Rose Reynolds,None,A00B00VNAB1MW,5/3/15,by Aurora Rose Reynolds,UNTIL JULY,1
Ballantine,Jude Deveraux,None,9.78E+12,5/3/15,by Jude Deveraux,TRUE LOVE,1
Jove,Kay Hooper,None,9.78E+12,4/26/15,by Kay Hooper,A DEADLY WEB,1
Atria,Abbi Glines,1476776105,9.78E+12,4/26/15,by Abbi Glines,WHEN I'M GONE,1
Atlantic Monthly,Donna Leon,802191835,9.78E+12,4/26/15,by Donna Leon,FALLING IN LOVE,1
Oak Press,Bella Andre,1938127595,9.78E+12,4/26/15,by Bella Andre,ALL I EVER NEED IS YOU,1
Berkley,Jill Shalvis,NA,9.78E+12,4/26/15,by Jill Shalvis,STILL THE ONE,1
Berkley,Joanna Wylde,None,9.78E+12,4/26/15,by Joanna Wylde,SILVER BASTARD,1
New American Library,J R Ward,None,9.78E+12,4/19/15,by J. R. Ward,THE SHADOWS,1
Minotaur,Steve Berry,1466862602,9.78E+12,4/19/15,by Steve Berry,THE PATRIOT THREAT,1
St. Martin's Griffin,Kylie Scott,1466854227,9.78E+12,4/19/15,by Kylie Scott,DEEP,1
Avon,Eloisa James,None,9.78E+12,4/19/15,by Eloisa James,FOUR NIGHTS WITH THE DUKE,1
Del Rey,Peter V Brett,804177473,9.78E+12,4/19/15,by Peter V. Brett,THE SKULL THRONE,1
Julia Kent,Julia Kent,None,A00B00S2TO9JY,4/12/15,by Julia Kent,SHOPPING FOR A BILLIONAIRE,1
Kensington,Gregg Olsen,None,9.78E+12,4/12/15,by Gregg Olsen,A WICKED SNOW,1
Putnam,Randy Wayne White,NA,9.78E+12,4/12/15,by Randy Wayne White,CUBA STRAITS,1
Simon & Schuster,Katy Evans,1501101560,9.78E+12,4/12/15,by Katy Evans,MANWHORE,1
Harper,Jacqueline Winspear,62220578,9.78E+12,4/5/15,by Jacqueline Winspear,A DANGEROUS PLACE,1
Harper,Michael Crichton,61750239,9.78E+12,4/5/15,by Michael Crichton,PREY,1
Kristen Ashley,Kristen Ashley,None,A00B00S5B70BS,4/5/15,by Kristen Ashley,SOARING,1
Pepper Winters,Pepper Winters,None,A00B00UIPVOMK,4/5/15,by Pepper Winters,MONSTERS IN THE DARK,1
Atria,Colleen Hoover,1476791465,9.78E+12,3/29/15,by Colleen Hoover,CONFESS,1
Ace,Patricia Briggs,NA,9.78E+12,3/22/15,by Patricia Briggs,DEAD HEAT,1
Berkley,Marie Force,NA,9.78E+12,3/22/15,by Marie Force,AND I LOVE HER,1
Knopf,Kazuo Ishiguro,030727103X,9.78E+12,3/22/15,by Kazuo Ishiguro,THE BURIED GIANT,1
St. Martin's Press,Jeffrey Archer,1250034507,9.78E+12,3/15/15,by Jeffrey Archer,MIGHTIER THAN THE SWORD,1
Avon/HarperCollins,Lynsay Sands,NA,9.78E+12,3/15/15,by Lynsay Sands,THE IMMORTAL WHO LOVED ME,1
Holt,Richard Price writing as Harry Brandt,1429974125,9.78E+12,3/8/15,by Richard Price writing as Harry Brandt,THE WHITES,1
Forever/Grand Central,Jodi Ellen Malpas,1455559385,9.78E+12,3/1/15,by Jodi Ellen Malpas,ONE NIGHT: UNVEILED,1
Putnam,Alex Berenson,NA,9.78E+12,3/1/15,by Alex Berenson,TWELVE DAYS,1
Pocket Star,Christina Lauren,None,9.78E+12,2/22/15,by Christina Lauren,BEAUTIFUL BELOVED,1
Science Future Press,J A Huss,1936413787,9.78E+12,2/22/15,by J. A. Huss,"THREE, TWO, ONE (321)",1
Jove,Christine Feehan,698180569,9.78E+12,2/15/15,by Christine Feehan,VIPER GAME,1
Jamie McGuire,Jamie McGuire,None,A00B00Q6JAL76,2/15/15,by Jamie McGuire,BEAUTIFUL REDEMPTION,1
Avon/HarperCollins,Julia Quinn,None,9.78E+12,2/15/15,by Julia Quinn,THE SECRETS OF SIR RICHARD KENWORTHY,1
Avon/HarperCollins,Jeaniene Frost,62075829,9.78E+12,2/15/15,by Jeaniene Frost,BOUND BY FLAMES,1
Avon/HarperCollins,Maya Banks,None,9.78E+12,2/15/15,by Maya Banks,IN HIS KEEPING,1
Delacorte,Karen Marie Moning,440339812,9.78E+12,2/8/15,by Karen Marie Moning,BURNED,1
St. Martin's,Sarah Addison Allen,1250019842,9.78E+12,2/8/15,by Sarah Addison Allen,FIRST FROST,1
Vintage,Rob Thomas and Jennifer Graham,None,9.78E+12,2/8/15,by Rob Thomas and Jennifer Graham,VERONICA MARS: MR. KISS AND TELL,1
Dutton,Tami Hoag,698157273,9.78E+12,2/1/15,by Tami Hoag,COLD COLD HEART,1
Harlequin,Marie Force,1426898762,9.78E+12,2/1/15,by Marie Force,FATAL SCANDAL,1
Harper Sloan,Harper Sloan,None,A00B00RSL6G2K,2/1/15,by Harper Sloan,CORPS SECURITY: THE SERIES,1
Putnam,Jayne Ann Krentz,1101621001,9.78E+12,1/25/15,by Jayne Ann Krentz,TRUST NO ONE,1
Del Rey,Pierce Brown,345539826,9.78E+12,1/25/15,by Pierce Brown,GOLDEN SON,1
Zebra/Kensington,Fern Michaels,None,9.78E+12,1/18/15,by Fern Michaels,EYES ONLY,1
Dutton,Brad Taylor,NA,9.78E+12,1/18/15,by Brad Taylor,NO FORTUNATE SON,1
Putnam,W E B Griffin and William E Butterworth IV,NA,9.78E+12,1/18/15,by W. E. B. Griffin and William E. Butterworth IV,THE ASSASSINATION OPTION,1
Mira,Sherryl Woods,1460345797,9.78E+12,1/18/15,by Sherryl Woods,DOGWOOD HILL,1
Penguin Press,Phil Klay,1594204993,9.78E+12,1/4/15,by Phil Klay,REDEPLOYMENT,1
Jove,Laurell K Hamilton,None,9.78E+12,12/21/14,by Laurell K. Hamilton,JASON,1
Atria,Abbi Glines,1476776083,9.78E+12,12/21/14,by Abbi Glines,YOU WERE MINE,1
Ampersand,Kristen Pro,None,9.78E+12,12/21/14,by Kristen Proby,FOREVER WITH ME,1
Harlequin,Gena Showalter,NA,9.78E+12,12/14/14,by Gena Showalter,THE DARKEST TOUCH,1
St. Martin's,Lisa Scottoline,1250027683,9.78E+12,12/14/14,by Lisa Scottoline,BETRAYED,1
Avon/HarperCollins,Sarah MacLean,62065416,9.78E+12,12/14/14,by Sarah MacLean,NEVER JUDGE A LADY BY HER COVER,1
Bantam,Janet Evanovich and Lee Goldberg,None,9.78E+12,12/7/14,by Janet Evanovich and Lee Goldberg,THE JOB,1
Simon & Schuster,Richard Paul Evans,1476728208,9.78E+12,12/7/14,by Richard Paul Evans,THE MISTLETOE PROMISE,1
Helen Cooper,Helen Cooper,1940218365,9.78E+12,11/23/14,by Helen Cooper,ALPHA BILLIONAIRE 3,1
Deborah Bladon,Deborah Bladon,None,9.78E+12,11/23/14,by Deborah Bladon,RUIN: PART 3,1
Berkley,Marie Force,NA,9.78E+12,11/23/14,by Marie Force,I SAW HER STANDING THERE,1
Deborah Bladon,Deborah Bladon,None,9.78E+12,11/23/14,by Deborah Bladon,RUIN: PART 1,1
Gallery Books,Christina Lauren,1476777977,9.78E+12,11/23/14,by Christina Lauren,DIRTY ROWDY THING,1
DAW,Patrick Rothfuss,NA,9.78E+12,11/16/14,by Patrick Rothfuss,THE SLOW REGARD OF SILENT THINGS,1
Delacorte,Danielle Steel,None,9.78E+12,11/16/14,by Danielle Steel,PEGASUS,1
Harlequin,Susan Mallery,1459256476,9.78E+12,11/16/14,by Susan Mallery,YOURS FOR CHRISTMAS,1
Pantheon,Alexander McCall Smith,None,9.78E+12,11/16/14,by Alexander McCall Smith,THE HANDSOME MAN'S DE LUXE CAF��,1
Signet,Mary Balogh,698156080,9.78E+12,11/16/14,by Mary Balogh,ONLY ENCHANTING,1
Morrow,Jay Crownover,NA,9.78E+12,11/9/14,by Jay Crownover,ROWDY,1
Dial,Sophie Kinsella,081299387X,9.78E+12,11/9/14,by Sophie Kinsella,SHOPAHOLIC TO THE STARS,1
Bella Andre,Bella Andre,None,9.78E+12,11/2/14,by Bella Andre,I LOVE HOW YOU LOVE ME,1
Ballantine,Debbie Macomber,NA,9.78E+12,10/26/14,by Debbie Macomber,MR. MIRACLE,1
Berkley,Joanna Wylde,None,9.78E+12,10/26/14,by Joanna Wylde,REAPER'S STAND,1
Simon & Schuster,Zane,743446577,9.78E+12,10/26/14,by Zane,ADDICTED,1
New American Library,J R Ward,NA,9.78E+12,10/26/14,by J. R. Ward,IMMORTAL,1
Putnam,Catherine Coulter and J T Ellison,1101618752,9.78E+12,10/19/14,by Catherine Coulter and J. T. Ellison,THE LOST KEY,1
St. Martin's,Iris Johansen,None,9.78E+12,10/19/14,by Iris Johansen,THE PERFECT WITNESS,1
Scribner,Stephen King,150110442X,9.78E+12,10/19/14,by Stephen King,A GOOD MARRIAGE,1
Harlequin,Kristan Higgins,1460340248,9.78E+12,10/19/14,by Kristan Higgins,IN YOUR DREAMS,1
Harper Sloan,Harper Sloan,None,A00B00NOCBOUG,10/19/14,by Harper Sloan,LOCKE,1
Bantam,Kathy Reichs,None,9.78E+12,10/12/14,by Kathy Reichs,BONES NEVER LIE,1
Kristen Ashley,Kristen Ashley,None,A00B00M8T7P86,10/12/14,by Kristen Ashley,DEACON,1
Ellora's Cave,Laurann Dohner,1419993186,9.78E+12,10/12/14,by Laurann Dohner,DARKNESS,1
Zebra,Fern Michaels,None,9.78E+12,10/5/14,by  Fern Michaels,TAKE DOWN,1
Putnam,Jonathan Kellerman and Jesse Kellerman,None,9.78E+12,10/5/14,by Jonathan Kellerman and Jesse Kellerman,THE GOLEM OF HOLLYWOOD,1
Harper Voyager,Kim Harrison,NA,9.78E+12,9/28/14,by Kim Harrison,THE WITCH WITH NO NAME,1
Touchstone,Philippa Gregory,NA,9.78E+12,9/28/14,by Philippa Gregory,THE KING'S CURSE,1
Nan A. Talese/Doubleday,Ian McEwan,NA,9.78E+12,9/28/14,by Ian McEwan,THE CHILDREN ACT,1
Putnam,Reed Farrel Coleman,698155629,9.78E+12,9/28/14,by Reed Farrel Coleman,ROBERT B. PARKER'S BLIND SPOT,1
Viking,Tana French,NA,9.78E+12,9/21/14,by Tana French,THE SECRET PLACE,1
Berkley,Christine Feehan,NA,9.78E+12,9/21/14,by Christine Feehan,DARK BLOOD,1
Random House,David Mitchell,1400065674,9.78E+12,9/21/14,by David Mitchell,THE BONE CLOCKS,1
Atria,Abbi Glines,NA,9.78E+12,9/21/14,by Abbi Glines,ONE MORE CHANCE,1
St. Martin's,Sherrilyn Kenyon,NA,9.78E+12,9/21/14,by Sherrilyn Kenyon,SON OF NO ONE,1
Kensington,Fern Michaels,1420134965,9.78E+12,9/21/14,by Fern Michaels,COUNTDOWN,1
Minotaur,Louise Penny,NA,9.78E+12,9/14/14,by Louise Penny,THE LONG WAY HOME,1
Harlequin Mira,Ron Carr,None,9.78E+12,9/14/14,by Robyn Carr,THE HOMECOMING,1
Jove,Jayne Castle,698140958,9.78E+12,9/14/14,by Jayne Castle,THE HOT ZONE,1
Orbit,Brent Weeks,316235555,9.78E+12,9/14/14,by Brent Weeks,THE BROKEN EYE,1
Kensington,Lisa Jackson,1617735183,9.78E+12,9/14/14,by Lisa Jackson,CLOSE TO HOME,1
Harlequin,Lori Foster,None,9.78E+12,9/14/14,by Lori Foster,NO LIMITS,1
Zebra,Fern Michaels,1420134957,9.78E+12,9/7/14,by Fern Michaels,UPSIDE DOWN,1
Simon & Schuster,Matthew Thomas,NA,9.78E+12,9/7/14,by Matthew Thomas,WE ARE NOT OURSELVES,1
Berkley,Maya Banks,None,9.78E+12,8/24/14,by Maya Banks,TAKING IT ALL,1
Gallery,Kresley Cole,1451649967,9.78E+12,8/24/14,by Kresley Cole,DARK SKYE,1
Grand Central,Douglas Preston and Lincoln Child,None,9.78E+12,8/24/14,by Douglas Preston and Lincoln Child,THE LOST ISLAND,1
Viking,Lev Grossman,1101633530,9.78E+12,8/24/14,by Lev Grossman,THE MAGICIAN'S LAND,1
Tor/Tom Doherty,Terry Goodkind,None,9.78E+12,8/24/14,by Terry Goodkind,SEVERED SOULS,1
Dutton,Julie Garwood,NA,9.78E+12,8/17/14,by Julie Garwood,FAST TRACK,1
St. Martin's Griffin,Kylie Scott,None,9.78E+12,8/17/14,by Kylie Scott,LEAD,1
Ace,Ilona Andrews,698146409,9.78E+12,8/17/14,by Ilona Andrews,MAGIC BREAKS,1
Zebra,Lisa Jackson,None,9.78E+12,8/17/14,by Lisa Jackson,DESERVES TO DIE,1
Morrow/HarperCollins,J A Jance,None,9.78E+12,8/10/14,by J. A. Jance,REMAINS OF INNOCENCE,1
Putnam,Stuart Woods,698154088,9.78E+12,8/3/14,by Stuart Woods,CUT AND THRUST,1
St. Martin's,Iris Johansen and Roy Johansen,1250020530,9.78E+12,8/3/14,by Iris Johansen and Roy Johansen,SIGHT UNSEEN,1
Loveswept/Random House,Tracy Wolff,055339438X,9.78E+12,8/3/14,by Tracy Wolff,ADDICTED,1
Simon & Schuster,James Lee Burke,1476710813,9.78E+12,8/3/14,by James Lee Burke,WAYFARING STRANGER,1
Laurelin Paige,Laurelin Paige,None,9.78E+12,7/27/14,by Laurelin Paige,HUDSON,1
Grand Central,Anne Rivers Siddons,446565849,9.78E+12,7/27/14,by Anne Rivers Siddons,THE GIRLS OF AUGUST,1
J. Daniels,J Daniels,None,A00B00LD6IYUS,7/27/14,by J. Daniels,WHERE I BELONG,1
Kristen Ashley,Kristen Ashley,None,A00B00JXW6GFE,7/27/14,by Kristen Ashley,THE PROMISE,1
Atria,Jamie McGuire,1476759596,9.78E+12,7/20/14,by Jamie McGuire,BEAUTIFUL OBLIVION,1
Bantam,Dean Koontz,034554594X,9.78E+12,7/20/14,by Dean Koontz,THE CITY,1
Bantam,Dean Koontz,NA,9.78E+12,7/20/14,by Dean Koontz,THE NEIGHBOR,1
Various publishers,"Raine Miller, Cathryn Fox and others",NA,9.78E+12,7/20/14,"by Raine Miller, Cathryn Fox and others",SPICE BOX,1
Dell,Mary Balogh,NA,9.78E+12,7/20/14,by Mary Balogh,THE ESCAPE,1
Berkley,Maya Banks,NA,9.78E+12,7/13/14,by Maya Banks,WHEN DAY BREAKS,1
Harlequin,Susan Mallery,1460334574,9.78E+12,7/13/14,by Susan Mallery,UNTIL WE TOUCH,1
Delacorte,Karin Slaughter,None,9.78E+12,7/13/14,by Karin Slaughter,COP TOWN,1
Gallery Books,Alice Clayton,NA,9.78E+12,7/13/14,by Alice Clayton,RUSTY NAILED,1
Zebra/Kensington,Fern Michaels,None,9.78E+12,7/13/14,by Fern Michaels,KISS AND TELL,1
Del Rey,Kevin Hearne,345548493,9.78E+12,7/6/14,by Kevin Hearne,SHATTERED,1
Meredith Wild,Meredith Wild,None,A00B00L019TEG,7/6/14,by Meredith Wild,HARDLINE,1
H. M. Ward,H M Ward,1630350281,9.78E+12,7/6/14,by H. M. Ward,THE ARRANGEMENT 15,1
"Little, Brown",Elin Hilderbrand,NA,9.78E+12,6/29/14,by Elin Hilderbrand,THE MATCHMAKER,1
Berkley,Laurell K Hamilton,698146638,9.78E+12,6/22/14,by Laurell K. Hamilton,A SHIVER OF LIGHT,1
St. Martin's,Mary Kay Andrews,NA,9.78E+12,6/22/14,by Mary Kay Andrews,SAVE THE DATE,1
Berkley,Joanna Wylde,NA,9.78E+12,6/22/14,by Joanna Wylde,DEVIL'S GAME,1
Random House,Alan Furst,679604235,9.78E+12,6/22/14,by Alan Furst,MIDNIGHT IN EUROPE,1
Random House,Lisa See,NA,9.78E+12,6/22/14,by Lisa See,CHINA DOLLS,1
Jove,Christine Feehan,None,9.78E+12,6/15/14,by Christine Feehan,AIR BOUND,1
Harlequin,Susan Mallery,1460332954,9.78E+12,6/15/14,by Susan Mallery,BEFORE WE KISS,1
